trt, performance_error, stability_aggreement, best_performance, best_stability
1, 20.81, 90, 1, 77
3, 0.63, 56, 1, 46
5, 0.63, 56, 1, 50
7, 0.71, 65, 1, 42
9, 0.67, 58, 1, 1
