trt, performance_error, stability_aggreement, best_performance, best_stability
1, 2.44, 57, 1, 32
3, 3.22, 73, 1, 23
5, 3.61, 66, 1, 19
7, 5.26, 58, 1, 36
9, 16.36, 61, 0, 45
