trt, performance_error, stability_aggreement, best_performance, best_stability
1, 5.35, 27, 1, 16
3, 4.85, 27, 1, 20
5, 5.68, 27, 1, 16
7, 6.16, 53, 1, 61
9, 5.85, 13, 1, 39
