trt, performance_error, stability_aggreement, best_performance, best_stability
1, 26.57, 25, 1, 61
3, 32.95, 20, 1, 63
5, 38.45, 12, 0, 55
7, 41.09, 3, 0, 63
9, 43.55, 5, 0, 72
