trt, performance_error, stability_aggreement, best_performance, best_stability
1, 29.63, 3, 1, 3
3, 28.46, 9, 1, 10
5, 28.35, 20, 1, 26
7, 30.49, 28, 1, 71
9, 33.34, 21, 1, 52
