trt, performance_error, stability_aggreement, best_performance, best_stability
1, 51.79, 0, 1, 6
3, 48.19, 0, 1, 8
5, 51.29, 0, 1, 29
7, 54.91, 13, 1, 81
9, 49.28, 15, 1, 90
