trt, performance_error, stability_aggreement, best_performance, best_stability
1, 18.82, 67, 1, 34
3, 18.33, 66, 1, 46
5, 20.74, 67, 0, 45
7, 22.54, 66, 0, 34
9, 25.22, 62, 0, 17
