trt, performance_error, stability_aggreement, best_performance, best_stability
1, 20.24, 1, 1, 2
3, 37.69, 2, 1, 11
5, 20.24, 1, 1, 29
7, 24.79, 0, 1, 36
9, 14.31, 0, 1, 72
