trt, performance_error, stability_aggreement, best_performance, best_stability
1, 27.94, 0, 1, 4
3, 26.15, 0, 1, 9
5, 27.40, 0, 1, 21
7, 35.24, 0, 0, 45
9, 39.08, 0, 0, 82
