trt, performance_error, stability_aggreement, best_performance, best_stability
1, 30.38, 4, 1, 11
3, 34.65, 2, 0, 4
5, 35.63, 3, 0, 18
7, 38.46, 9, 0, 40
9, 40.01, 20, 0, 85
