trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.63, 100, 1, 85
3, 1.14, 52, 0, 17
5, 1.18, 51, 0, 0
7, 1.20, 60, 0, 17
9, 1.26, 66, 0, 20
