trt, performance_error, stability_aggreement, best_performance, best_stability
1, 24.10, 0, 1, 3
3, 26.14, 0, 1, 14
5, 30.52, 0, 0, 37
7, 31.76, 0, 0, 45
9, 33.41, 0, 0, 59
