trt, performance_error, stability_aggreement, best_performance, best_stability
1, 86.60, 0, 1, 0
3, 88.04, 0, 1, 8
5, 85.39, 0, 1, 20
7, 83.74, 0, 1, 25
9, 87.31, 0, 1, 83
