trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.59, 11, 1, 9
3, 1.52, 5, 1, 21
5, 1.26, 8, 1, 10
7, 9.93, 8, 1, 12
9, 9.91, 14, 1, 77
