trt, performance_error, stability_aggreement, best_performance, best_stability
1, 23.95, 0, 1, 4
3, 20.80, 0, 1, 14
5, 25.41, 1, 1, 33
7, 30.24, 0, 0, 39
9, 33.57, 0, 0, 72
