trt, performance_error, stability_aggreement, best_performance, best_stability
1, 5.72, 19, 1, 69
3, 5.63, 6, 1, 57
5, 9.98, 4, 0, 8
7, 11.67, 8, 0, 1
9, 12.11, 9, 0, 8
