trt, performance_error, stability_aggreement, best_performance, best_stability
1, 18.43, 0, 1, 0
3, 24.95, 0, 0, 12
5, 25.69, 1, 0, 24
7, 22.47, 2, 1, 44
9, 29.75, 3, 0, 79
