trt, performance_error, stability_aggreement, best_performance, best_stability
1, 4.23, 20, 1, 9
3, 5.22, 13, 1, 3
5, 5.90, 13, 1, 21
7, 5.17, 13, 1, 46
9, 4.50, 29, 1, 77
