trt, performance_error, stability_aggreement, best_performance, best_stability
1, 42.72, 0, 1, 4
3, 47.57, 0, 0, 7
5, 46.63, 0, 0, 25
7, 48.30, 0, 0, 32
9, 48.28, 0, 0, 81
