trt, performance_error, stability_aggreement, best_performance, best_stability
1, 49.23, 0, 1, 0
3, 47.37, 0, 1, 4
5, 48.44, 0, 1, 26
7, 47.54, 0, 1, 52
9, 45.30, 0, 1, 92
