trt, performance_error, stability_aggreement, best_performance, best_stability
1, 7.92, 0, 1, 3
3, 16.00, 0, 0, 9
5, 17.45, 0, 0, 23
7, 17.36, 0, 0, 72
9, 20.03, 0, 0, 92
