trt, performance_error, stability_aggreement, best_performance, best_stability
1, 36.14, 0, 1, 16
3, 43.99, 0, 1, 15
5, 44.00, 0, 1, 19
7, 47.44, 0, 0, 34
9, 55.95, 0, 0, 59
