trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.00, 72, 1, 18
3, 0.87, 87, 1, 19
5, 1.45, 96, 0, 26
7, 1.45, 100, 0, 71
9, 1.97, 56, 0, 3
