trt, performance_error, stability_aggreement, best_performance, best_stability
1, 20.97, 0, 1, 0
3, 23.03, 0, 1, 5
5, 25.25, 0, 0, 30
7, 31.24, 0, 0, 48
9, 33.36, 0, 0, 84
