trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.50, 23, 1, 16
3, 0.84, 51, 1, 57
5, 0.84, 51, 1, 34
7, 0.92, 8, 1, 23
9, 0.81, 8, 1, 40
