trt, performance_error, stability_aggreement, best_performance, best_stability
1, 4.11, 32, 1, 27
3, 3.92, 32, 1, 42
5, 7.14, 34, 0, 36
7, 6.86, 32, 0, 26
9, 13.60, 18, 0, 11
