trt, performance_error, stability_aggreement, best_performance, best_stability
1, 17.17, 27, 1, 20
3, 17.76, 30, 1, 9
5, 15.76, 30, 1, 16
7, 17.43, 30, 1, 57
9, 19.94, 42, 1, 57
