trt, performance_error, stability_aggreement, best_performance, best_stability
1, 29.42, 0, 1, 34
3, 27.41, 0, 1, 36
5, 29.44, 0, 1, 39
7, 30.59, 1, 1, 61
9, 27.79, 1, 1, 93
