trt, performance_error, stability_aggreement, best_performance, best_stability
1, 12.02, 0, 1, 5
3, 12.61, 0, 1, 19
5, 11.40, 0, 1, 26
7, 16.13, 1, 0, 33
9, 17.25, 0, 0, 63
