trt, performance_error, stability_aggreement, best_performance, best_stability
1, 34.25, 0, 1, 1
3, 27.10, 0, 1, 0
5, 31.03, 0, 1, 16
7, 27.25, 0, 1, 38
9, 24.06, 2, 1, 97
