trt, performance_error, stability_aggreement, best_performance, best_stability
1, 6.70, 26, 1, 25
3, 7.40, 17, 1, 26
5, 7.99, 15, 1, 11
7, 10.68, 12, 0, 33
9, 13.74, 10, 0, 66
