trt, performance_error, stability_aggreement, best_performance, best_stability
1, 12.03, 22, 1, 74
3, 23.41, 20, 0, 61
5, 27.03, 0, 0, 50
7, 28.63, 0, 0, 55
9, 30.60, 6, 0, 70
