trt, performance_error, stability_aggreement, best_performance, best_stability
1, 41.07, 0, 1, 6
3, 51.76, 0, 0, 32
5, 52.95, 0, 0, 39
7, 51.97, 0, 0, 33
9, 53.71, 0, 0, 55
