trt, performance_error, stability_aggreement, best_performance, best_stability
1, 17.66, 0, 1, 22
3, 17.10, 2, 1, 28
5, 14.45, 1, 1, 17
7, 17.87, 5, 1, 60
9, 16.20, 29, 1, 87
