trt, performance_error, stability_aggreement, best_performance, best_stability
1, 47.02, 0, 1, 0
3, 48.74, 0, 1, 3
5, 47.24, 0, 1, 7
7, 42.10, 1, 1, 38
9, 39.32, 6, 1, 95
