trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.00, 31, 1, 67
3, 0.00, 42, 1, 67
5, 2.92, 24, 1, 43
7, 9.41, 18, 1, 41
9, 16.61, 40, 1, 64
