trt, performance_error, stability_aggreement, best_performance, best_stability
1, 1.18, 80, 1, 82
3, 3.41, 73, 1, 53
5, 4.02, 40, 1, 15
7, 4.34, 2, 1, 2
9, 8.98, 3, 0, 15
