trt, performance_error, stability_aggreement, best_performance, best_stability
1, 27.71, 0, 1, 1
3, 30.86, 0, 1, 6
5, 32.96, 0, 1, 20
7, 31.46, 0, 1, 53
9, 34.79, 0, 1, 87
