trt, performance_error, stability_aggreement, best_performance, best_stability
1, 1.47, 19, 1, 13
3, 1.82, 43, 1, 35
5, 2.87, 57, 1, 73
7, 12.20, 27, 0, 36
9, 5.76, 20, 0, 7
