trt, performance_error, stability_aggreement, best_performance, best_stability
1, 31.46, 0, 1, 2
3, 33.29, 0, 1, 3
5, 33.93, 0, 1, 19
7, 31.70, 0, 1, 48
9, 38.80, 0, 1, 81
