trt, performance_error, stability_aggreement, best_performance, best_stability
1, 21.26, 0, 1, 1
3, 21.10, 0, 1, 24
5, 24.50, 0, 0, 26
7, 25.28, 0, 0, 40
9, 27.00, 0, 0, 66
