trt, performance_error, stability_aggreement, best_performance, best_stability
1, 32.80, 5, 1, 5
3, 14.76, 4, 1, 11
5, 14.76, 12, 1, 16
7, 25.56, 9, 1, 17
9, 25.56, 30, 1, 94
