trt, performance_error, stability_aggreement, best_performance, best_stability
1, 21.59, 11, 1, 4
3, 32.33, 19, 0, 5
5, 29.68, 26, 0, 25
7, 32.77, 26, 0, 39
9, 37.81, 26, 0, 92
