trt, performance_error, stability_aggreement, best_performance, best_stability
1, 2.32, 56, 1, 47
3, 1.34, 84, 1, 74
5, 2.20, 56, 1, 54
7, 4.20, 56, 1, 55
9, 5.51, 43, 0, 64
