trt, performance_error, stability_aggreement, best_performance, best_stability
1, 18.88, 0, 1, 21
3, 19.37, 5, 1, 13
5, 19.26, 6, 1, 29
7, 23.50, 0, 1, 9
9, 25.38, 0, 1, 53
