trt, performance_error, stability_aggreement, best_performance, best_stability
1, 30.44, 0, 1, 0
3, 34.73, 0, 1, 4
5, 42.88, 0, 1, 19
7, 40.53, 0, 1, 81
9, 37.71, 0, 1, 91
