trt, performance_error, stability_aggreement, best_performance, best_stability
1, 0.50, 100, 1, 47
3, 0.63, 66, 1, 22
5, 0.50, 61, 1, 25
7, 0.50, 100, 1, 32
9, 0.55, 71, 1, 38
