trt, performance_error, stability_aggreement, best_performance, best_stability
1, 22.29, 74, 1, 56
3, 21.51, 74, 1, 62
5, 25.17, 75, 0, 53
7, 24.08, 81, 0, 28
9, 25.90, 76, 0, 9
