trt, performance_error, stability_aggreement, best_performance, best_stability
1, 15.82, 45, 1, 44
3, 17.27, 31, 1, 15
5, 16.78, 26, 1, 6
7, 20.22, 27, 1, 15
9, 23.59, 40, 1, 52
