trt, performance_error, stability_aggreement, best_performance, best_stability
1, 36.58, 0, 1, 0
3, 34.16, 0, 1, 7
5, 45.98, 0, 1, 31
7, 43.61, 0, 1, 43
9, 43.55, 0, 1, 83
