trt, performance_error, stability_aggreement, best_performance, best_stability
1, 1.16, 22, 1, 23
3, 1.20, 23, 1, 21
5, 1.53, 27, 1, 11
7, 1.52, 30, 1, 36
9, 2.61, 36, 1, 56
