trt, performance_error, stability_aggreement, best_performance, best_stability
1, 6.73, 15, 1, 20
3, 10.67, 8, 0, 17
5, 10.37, 8, 0, 20
7, 11.94, 5, 0, 19
9, 12.27, 2, 0, 67
