trt, performance_error, stability_aggreement, best_performance, best_stability
1, 58.58, 0, 1, 2
3, 66.52, 0, 1, 22
5, 66.59, 0, 1, 37
7, 67.18, 0, 1, 44
9, 70.74, 0, 1, 74
